WindGustDir,WindDir9am,WindDir3pm,RainToday,RainTomorrow,ConditionID
SSW,ESE,ENE,No,No,6571
SSW,NE,WSW,No,Yes,6572
W,NNW,SW,Yes,No,6573
NNW,NNE,NNW,Yes,No,6574
SW,SW,NE,Yes,No,6575
NW,N,ENE,No,No,6576
SW,N,SSE,No,No,6577
E,NNE,NNW,No,No,6578
NW,NE,NNE,No,No,6579
SW,NNW,S,Yes,No,6580
W,NW,SSW,Yes,No,6581
W,S,W,Yes,Yes,6582
SW,SSW,NE,No,Yes,6583
ENE,N,SE,No,Yes,6584
SW,E,NNE,No,No,6585
NW,NE,S,No,No,6586
WSW,N,SSE,No,No,6587
WSW,W,N,No,Yes,6588
WSW,NNW,SE,Yes,No,6589
W,SSE,NE,No,No,6590
SSW,SSW,NE,Yes,No,6591
S,NW,S,No,Yes,6592
E,NNW,ESE,No,Yes,6593
NW,WNW,S,No,No,6594
SE,NE,N,No,Yes,6595
WNW,NE,ENE,No,Yes,6596
E,NNE,NNE,No,Yes,6597
SSW,N,SE,Yes,Yes,6598
NW,NNW,W,No,Yes,6599
NNE,SW,N,Yes,Yes,6600
NW,NNE,WSW,Yes,No,6601
NW,SSW,SSE,No,Yes,6602
ENE,SE,S,Yes,No,6603
WNW,ENE,S,No,No,6604
E,WNW,W,Yes,Yes,6605
S,NW,SE,No,No,6606
S,SE,N,No,Yes,6607
SE,NNW,WNW,No,No,6608
SSE,NE,N,Yes,Yes,6609
ESE,SE,N,Yes,No,6610
SE,NW,SSW,No,Yes,6611
SE,SW,ENE,Yes,No,6612
SSE,NW,NE,No,Yes,6613
SE,SSE,E,Yes,No,6614
NNW,NNE,N,Yes,No,6615
SE,N,W,No,No,6616
SSW,NE,SSW,No,Yes,6617
E,SSW,NE,Yes,No,6618
NNE,SSW,SE,No,Yes,6619
SSE,S,WSW,No,Yes,6620
SE,ENE,N,Yes,Yes,6621
ESE,SSE,E,,No,6622
NNE,SE,ESE,Yes,Yes,6623
ENE,SW,N,Yes,Yes,6624
ESE,SSE,W,Yes,Yes,6625
S,NNW,E,Yes,Yes,6626
NW,NE,SSE,No,Yes,6627
WSW,ENE,N,No,Yes,6628
SSE,N,W,No,No,6629
SE,NE,NNE,No,No,6630
SSE,NNW,NNE,No,No,6631
SSW,NE,SW,No,Yes,6632
SSW,NNE,ENE,No,No,6633
ESE,NE,S,No,No,6634
WNW,S,NNE,No,No,6635
ESE,ESE,ENE,No,,6636
ESE,ESE,ESE,,Yes,6637
NNE,W,ENE,No,Yes,6638
NNW,NNW,E,Yes,No,6639
W,WSW,NE,No,Yes,6640
NW,W,WSW,No,Yes,6641
WSW,W,SSE,Yes,No,6642
NE,WNW,E,Yes,No,6643
N,WNW,ENE,No,Yes,6644
NE,WNW,NE,No,,6645
NNE,E,NE,,No,6646
NE,NNW,E,No,Yes,6647
N,NE,SSE,No,No,6648
SSW,W,ENE,No,No,6649
SSE,ENE,NNW,No,Yes,6650
NW,SSW,ESE,Yes,No,6651
SSE,W,WNW,No,Yes,6652
ESE,WNW,ESE,No,Yes,6653
SSW,W,WNW,No,No,6654
SSE,W,WNW,No,No,6655
SE,W,ENE,No,No,6656
W,WNW,SE,No,No,6657
ENE,WNW,ENE,Yes,No,6658
SSE,WNW,SSW,Yes,Yes,6659
E,W,E,Yes,Yes,6660
WSW,WNW,E,No,Yes,6661
W,W,E,No,Yes,6662
WNW,W,E,No,No,6663
WNW,WNW,SSE,No,Yes,6664
SSW,WNW,W,No,Yes,6665
ESE,SSE,SE,Yes,Yes,6666
ESE,SSE,SSW,Yes,Yes,6667
ESE,SSE,S,Yes,No,6668
W,W,E,Yes,No,6669
SW,W,WNW,Yes,No,6670
S,SE,WSW,Yes,Yes,6671
NW,WNW,SSE,No,No,6672
NNE,W,SE,No,No,6673
NNW,W,NNW,No,No,6674
S,W,E,No,No,6675
NNE,W,N,No,Yes,6676
WSW,NW,S,No,No,6677
WSW,W,S,Yes,Yes,6678
SW,W,ESE,No,No,6679
S,SE,WNW,No,No,6680
SSE,W,W,No,No,6681
E,WNW,E,Yes,Yes,6682
SSW,N,E,No,No,6683
NW,ESE,NNW,No,No,6684
NNE,SE,ESE,No,No,6685
ESE,WNW,ESE,Yes,No,6686
NNE,W,E,Yes,No,6687
SSE,WNW,SW,No,No,6688
W,ENE,E,No,Yes,6689
SW,NNE,NW,No,Yes,6690
ESE,WNW,ESE,Yes,Yes,6691
SSE,SE,E,Yes,No,6692
SSE,ENE,NNE,No,Yes,6693
NE,W,NNE,No,Yes,6694
ENE,ESE,ESE,Yes,Yes,6695
SE,E,NNE,No,Yes,6696
ESE,W,SSE,No,Yes,6697
NNE,NNE,E,Yes,Yes,6698
E,SSE,E,Yes,Yes,6699
NNE,NE,NNW,Yes,No,6700
SSW,W,WSW,Yes,Yes,6701
NNE,WNW,E,No,Yes,6702
SSE,W,SE,Yes,Yes,6703
WNW,E,ESE,No,Yes,6704
SSW,NNW,ENE,Yes,Yes,6705
SSW,SSE,SE,Yes,Yes,6706
SSE,SW,SE,Yes,No,6707
N,WNW,E,No,No,6708
ENE,WNW,E,Yes,No,6709
W,NE,NE,No,Yes,6710
SSE,WSW,W,Yes,No,6711
NE,WSW,ENE,Yes,Yes,6712
WSW,W,ESE,No,No,6713
NW,W,N,No,No,6714
WNW,NNW,NNW,Yes,No,6715
ENE,W,SSE,No,No,6716
SSW,WNW,ESE,No,Yes,6717
SSE,WNW,SSE,Yes,Yes,6718
W,W,NNW,No,Yes,6719
SE,W,WSW,Yes,Yes,6720
SE,SE,S,Yes,Yes,6721
SW,WNW,W,Yes,Yes,6722
SE,W,S,Yes,Yes,6723
SSW,N,S,No,Yes,6724
WSW,W,ESE,Yes,No,6725
WSW,NNE,ENE,No,No,6726
ESE,WNW,SE,No,No,6727
NNW,ENE,NW,No,Yes,6728
W,S,E,No,No,6729
S,W,WNW,No,No,6730
ENE,WNW,ESE,No,No,6731
SE,WSW,ESE,Yes,Yes,6732
NE,WNW,ENE,Yes,No,6733
S,W,ENE,Yes,Yes,6734
SE,ESE,E,Yes,No,6735
S,W,NE,No,No,6736
WSW,S,ESE,No,Yes,6737
NE,ESE,SE,Yes,Yes,6738
SSW,ESE,SSE,No,Yes,6739
E,WNW,SSE,Yes,No,6740
W,E,E,No,Yes,6741
SW,W,ESE,No,Yes,6742
SSW,SE,SE,Yes,Yes,6743
W,WNW,ENE,Yes,Yes,6744
NE,W,SE,Yes,Yes,6745
W,W,E,Yes,Yes,6746
ESE,W,ESE,Yes,Yes,6747
WNW,WNW,ESE,Yes,Yes,6748
S,W,E,No,Yes,6749
S,WNW,SE,No,No,6750
WNW,WNW,SSW,No,Yes,6751
SE,W,SSE,Yes,Yes,6752
W,W,NE,No,Yes,6753
SSE,NNW,SSW,No,No,6754
S,W,SW,No,No,6755
S,W,SSW,Yes,Yes,6756
SSW,W,SSW,Yes,No,6757
SE,W,SSW,Yes,Yes,6758
SSE,W,W,Yes,Yes,6759
E,SSE,SSE,Yes,Yes,6760
W,W,SSE,No,Yes,6761
NW,W,NE,Yes,Yes,6762
SSW,W,ENE,No,Yes,6763
WSW,W,ESE,No,Yes,6764
SW,WNW,E,No,No,6765
SSE,W,ENE,No,No,6766
SSW,SW,ENE,No,Yes,6767
ENE,W,S,Yes,No,6768
WSW,S,ENE,No,Yes,6769
WSW,WNW,ESE,Yes,No,6770
SSW,WNW,E,No,No,6771
WSW,SSW,ESE,Yes,No,6772
SW,SSW,ESE,No,Yes,6773
NW,NNW,W,Yes,No,6774
SSE,WNW,SE,No,Yes,6775
ESE,NNW,SE,No,Yes,6776
NE,WNW,NE,Yes,Yes,6777
SW,S,SE,Yes,No,6778
N,ESE,NE,No,No,6779
ENE,W,NE,No,Yes,6780
SW,SSW,ESE,Yes,Yes,6781
SSE,ESE,S,No,Yes,6782
NNE,N,W,No,Yes,6783
SSE,ESE,ENE,No,Yes,6784
ESE,WNW,SE,Yes,Yes,6785
S,WNW,NE,No,Yes,6786
SE,WNW,E,No,Yes,6787
NNW,SE,ENE,No,No,6788
W,SSW,W,No,Yes,6789
NE,WNW,E,No,Yes,6790
SE,WNW,ESE,No,Yes,6791
SSW,WNW,SSE,Yes,Yes,6792
SSE,W,S,Yes,Yes,6793
SE,WNW,WNW,No,Yes,6794
SSE,S,ENE,Yes,Yes,6795
S,N,WNW,Yes,No,6796
W,W,NNE,Yes,No,6797
NNW,NNW,NE,No,Yes,6798
SSW,W,SSE,No,Yes,6799
SSE,W,SSW,No,No,6800
W,WNW,SSE,Yes,No,6801
NW,W,ESE,No,No,6802
W,NNW,NNE,No,No,6803
W,ENE,W,Yes,No,6804
W,NW,N,No,Yes,6805
WNW,W,ESE,No,No,6806
SSE,S,SW,Yes,Yes,6807
SW,W,S,Yes,Yes,6808
SE,WNW,S,Yes,Yes,6809
ESE,NW,E,Yes,Yes,6810
ESE,SSW,SSW,Yes,Yes,6811
ESE,W,SE,Yes,No,6812
W,W,WSW,,No,6813
WSW,W,SSE,No,Yes,6814
NW,WSW,ESE,No,Yes,6815
SSW,SSE,ESE,Yes,No,6816
S,W,WSW,Yes,Yes,6817
E,W,ENE,No,No,6818
NNE,WNW,ENE,No,,6819
NNE,ESE,NE,No,Yes,6820
ESE,SSE,SE,No,,6821
ENE,W,ENE,,No,6822
SE,WNW,NNE,Yes,No,6823
S,E,ENE,No,Yes,6824
W,ENE,ENE,Yes,Yes,6825
WNW,ENE,E,Yes,Yes,6826
W,ESE,WSW,Yes,No,6827
WSW,N,NE,No,Yes,6828
SSW,E,E,No,No,6829
NNE,WSW,ENE,Yes,No,6830
ENE,WNW,ESE,Yes,Yes,6831
ENE,W,NE,Yes,No,6832
SSE,NNW,S,No,No,6833
SSE,E,E,No,Yes,6834
SSE,WNW,E,Yes,No,6835
NW,W,ENE,No,Yes,6836
ESE,W,E,Yes,Yes,6837
S,N,E,No,No,6838
SSE,E,E,Yes,No,6839
SSE,WNW,SE,Yes,No,6840
SSE,W,ENE,No,Yes,6841
E,SSW,ESE,Yes,Yes,6842
NNW,WNW,ENE,No,No,6843
NNW,WNW,WSW,No,Yes,6844
W,W,N,Yes,No,6845
W,W,NNW,No,No,6846
NE,WNW,W,No,Yes,6847
WNW,N,NNE,Yes,Yes,6848
W,WNW,NNE,Yes,No,6849
WNW,W,NNW,No,Yes,6850
WNW,W,ENE,No,No,6851
NW,SSW,W,No,Yes,6852
SSW,W,SW,Yes,Yes,6853
SSW,WNW,SSW,Yes,No,6854
W,W,SE,No,Yes,6855
N,SE,NNW,No,Yes,6856
NNW,W,E,No,No,6857
NW,W,NE,No,Yes,6858
WNW,W,ENE,No,Yes,6859
SSW,W,NE,No,No,6860
S,W,SSE,Yes,Yes,6861
SSE,NNW,ENE,No,No,6862
W,WNW,ENE,No,Yes,6863
SSE,WSW,NE,Yes,Yes,6864
SSE,SSE,ESE,No,Yes,6865
NNE,WNW,W,No,Yes,6866
WSW,NW,E,Yes,Yes,6867
S,W,NE,Yes,Yes,6868
SSE,ESE,ESE,Yes,No,6869
SSW,S,ESE,No,Yes,6870
SSW,W,NE,No,Yes,6871
S,ESE,NE,No,No,6872
S,NNE,ENE,No,Yes,6873
SSE,NE,N,No,Yes,6874
SSE,ENE,S,No,Yes,6875
ESE,SSW,NE,Yes,Yes,6876
S,SE,ENE,No,Yes,6877
NE,SSW,E,Yes,Yes,6878
NW,NNE,ESE,No,Yes,6879
SSE,NNW,SE,No,Yes,6880
SSE,W,E,No,Yes,6881
E,WNW,ESE,No,No,6882
E,S,ESE,Yes,Yes,6883
SSW,WNW,SE,No,Yes,6884
W,WSW,SE,Yes,No,6885
S,WNW,WNW,No,No,6886
ESE,S,E,No,Yes,6887
WNW,W,NW,Yes,Yes,6888
WSW,WNW,SE,No,Yes,6889
SSW,WNW,S,No,Yes,6890
N,NE,WNW,No,Yes,6891
WNW,W,E,No,Yes,6892
NW,NNE,NNE,Yes,No,6893
WSW,W,N,No,No,6894
SE,W,SE,No,Yes,6895
W,W,ENE,Yes,No,6896
WSW,WNW,S,No,Yes,6897
SSW,E,ESE,Yes,No,6898
NNE,W,ESE,No,Yes,6899
NNW,NNW,NW,Yes,No,6900
W,WNW,SE,No,Yes,6901
SW,WNW,S,Yes,No,6902
SW,S,WSW,Yes,Yes,6903
NNE,W,NNW,No,No,6904
W,SW,S,Yes,No,6905
NE,SSE,SSE,Yes,Yes,6906
NNE,NNW,W,Yes,No,6907
W,WNW,ESE,No,Yes,6908
WSW,W,E,No,Yes,6909
W,WSW,NW,No,No,6910
WSW,SE,S,Yes,No,6911
NW,NE,ENE,No,Yes,6912
NNW,SSW,E,Yes,No,6913
SSW,WNW,ESE,No,No,6914
SSW,NE,E,No,Yes,6915
SSW,SE,E,Yes,No,6916
WSW,NW,WSW,No,Yes,6917
ESE,SSE,ESE,Yes,Yes,6918
S,NW,WNW,Yes,No,6919
SSW,E,ESE,No,No,6920
ENE,NNE,E,Yes,Yes,6921
NW,E,ENE,No,No,6922
NNE,NNW,NE,Yes,No,6923
SSE,NW,ENE,No,No,6924
S,W,ESE,Yes,No,6925
ESE,E,ENE,Yes,No,6926
NNE,NNE,E,No,Yes,6927
SE,WNW,SSE,Yes,No,6928
WNW,NW,NNE,No,Yes,6929
NW,E,NW,No,Yes,6930
NE,NW,WNW,Yes,No,6931
WSW,W,S,No,Yes,6932
ESE,W,SSE,Yes,Yes,6933
NE,S,E,No,No,6934
S,ENE,NNE,No,Yes,6935
SSE,S,E,Yes,No,6936
SSW,NW,NE,Yes,No,6937
NE,S,S,Yes,No,6938
S,NNE,SSE,No,No,6939
SSW,SE,SE,Yes,No,6940
ENE,NW,ESE,Yes,No,6941
NE,WNW,W,No,No,6942
SSW,N,NE,Yes,No,6943
NNW,NW,ESE,No,No,6944
SW,SE,SSW,No,Yes,6945
SE,ESE,SSE,Yes,Yes,6946
SSW,SSW,W,Yes,Yes,6947
S,N,SSE,Yes,No,6948
SSW,NW,E,No,Yes,6949
W,NW,S,No,No,6950
WSW,NW,E,Yes,No,6951
SSE,NW,SSE,No,Yes,6952
ESE,NNW,WNW,No,Yes,6953
E,NW,NNE,Yes,Yes,6954
NW,WNW,NNE,Yes,No,6955
SW,NW,SSE,Yes,Yes,6956
E,WSW,SSE,Yes,Yes,6957
E,NE,ESE,Yes,No,6958
NNE,NW,NNE,Yes,Yes,6959
NNE,WNW,SSW,Yes,No,6960
NW,NW,SSE,No,No,6961
WSW,NW,N,Yes,Yes,6962
S,W,SE,Yes,No,6963
SSW,NNW,SE,No,Yes,6964
NW,NW,W,No,Yes,6965
WSW,SSW,ENE,No,No,6966
WSW,NW,SSW,No,Yes,6967
NW,NW,NE,Yes,No,6968
NW,WSW,S,No,No,6969
NE,S,ESE,Yes,No,6970
W,NNW,NNW,No,Yes,6971
S,SSW,NW,No,No,6972
SSE,NNW,ENE,Yes,Yes,6973
SSW,WNW,ESE,Yes,Yes,6974
SSW,W,ESE,Yes,Yes,6975
NNW,WNW,NE,No,No,6976
S,NW,NE,No,No,6977
SSE,E,WNW,No,Yes,6978
ENE,N,NE,Yes,No,6979
NW,NW,E,Yes,No,6980
SSE,SSW,ENE,No,Yes,6981
S,NE,SSE,Yes,No,6982
ENE,SW,ENE,Yes,No,6983
W,NW,W,No,Yes,6984
SSW,WSW,E,Yes,Yes,6985
S,NW,SSW,Yes,No,6986
NNE,NNW,ENE,Yes,No,6987
SSW,ESE,SE,Yes,No,6988
NNE,SSE,ENE,Yes,Yes,6989
SW,WNW,SSE,No,Yes,6990
NNW,NW,NE,Yes,No,6991
WNW,NW,SSE,No,No,6992
WNW,WNW,E,Yes,Yes,6993
SW,W,SE,Yes,Yes,6994
NW,NNW,ESE,Yes,No,6995
NW,NNW,NNE,Yes,No,6996
SE,ESE,SW,Yes,No,6997
N,NW,SSE,No,Yes,6998
SW,WNW,S,No,No,6999
NW,NNW,S,No,No,7000
WSW,W,SE,No,Yes,7001
SSW,NW,WSW,No,Yes,7002
NNE,NW,WNW,No,Yes,7003
NNE,NW,SSW,Yes,No,7004
SSE,NW,SSW,No,Yes,7005
SW,WNW,SSE,Yes,No,7006
SSW,WSW,SE,No,Yes,7007
E,NW,E,Yes,Yes,7008
NW,W,N,Yes,Yes,7009
NW,NW,N,Yes,Yes,7010
ENE,NW,ENE,No,Yes,7011
NNE,NE,NNW,Yes,Yes,7012
NNW,WNW,NNW,No,Yes,7013
W,SW,SE,Yes,No,7014
WNW,NNW,S,No,No,7015
E,NE,NE,No,Yes,7016
NE,NNW,E,Yes,No,7017
SE,WNW,SE,No,Yes,7018
NNE,NW,ENE,No,Yes,7019
E,SSW,SSE,No,Yes,7020
NW,S,WNW,Yes,No,7021
S,NW,E,No,No,7022
S,WNW,NW,No,Yes,7023
ENE,S,E,Yes,Yes,7024
S,WNW,NW,No,No,7025
SE,NW,SE,Yes,Yes,7026
SW,NW,NNW,No,No,7027
NNW,NW,ESE,No,Yes,7028
NE,NW,NNE,Yes,No,7029
NW,NNW,E,No,No,7030
SSW,S,E,Yes,Yes,7031
SSW,NW,SW,No,No,7032
SE,SSE,SW,Yes,No,7033
ESE,WNW,SSE,Yes,Yes,7034
SW,WNW,NNE,Yes,No,7035
ENE,WSW,E,Yes,Yes,7036
NNW,WNW,N,Yes,No,7037
W,NW,SE,No,No,7038
WNW,WNW,SE,Yes,Yes,7039
E,NNW,ENE,No,Yes,7040
NNE,WNW,N,Yes,Yes,7041
WNW,SW,ESE,No,No,7042
S,WNW,NNE,No,No,7043
SSW,S,ENE,No,No,7044
SE,NW,E,No,No,7045
ENE,W,NNE,No,Yes,7046
SW,WNW,E,Yes,Yes,7047
NE,NE,ESE,Yes,No,7048
SSW,NW,E,No,No,7049
SSW,NNE,WNW,No,No,7050
WNW,SW,SE,Yes,Yes,7051
NW,ESE,SSE,No,Yes,7052
SSW,NW,SSW,Yes,Yes,7053
NE,WSW,E,Yes,Yes,7054
S,S,ENE,No,Yes,7055
NNE,WNW,NE,No,Yes,7056
ENE,WNW,ENE,Yes,Yes,7057
SE,E,S,No,Yes,7058
WSW,S,WSW,Yes,Yes,7059
E,WNW,ESE,Yes,Yes,7060
ESE,WNW,SE,Yes,No,7061
SW,W,ENE,No,Yes,7062
SSW,N,WSW,No,Yes,7063
SSW,NNW,N,Yes,Yes,7064
S,WNW,SE,Yes,No,7065
SW,NW,NE,No,Yes,7066
S,WSW,WNW,Yes,No,7067
ENE,W,NE,Yes,Yes,7068
NNW,NW,NNE,Yes,No,7069
S,WNW,WSW,No,Yes,7070
SSW,NW,SSE,No,No,7071
NW,WNW,SE,No,Yes,7072
SW,NW,WNW,Yes,Yes,7073
N,NNW,ESE,No,No,7074
WNW,W,SE,No,No,7075
WNW,WNW,NE,Yes,No,7076
NNE,WNW,NNW,No,No,7077
N,W,ENE,No,Yes,7078
SSW,S,ENE,Yes,No,7079
W,E,ENE,Yes,Yes,7080
NE,NW,SE,No,No,7081
WSW,NNW,NNW,No,No,7082
NNE,S,SE,No,Yes,7083
SSW,WNW,ENE,Yes,Yes,7084
E,SE,SE,Yes,No,7085
S,SSE,E,No,No,7086
SSW,SE,SSE,No,Yes,7087
S,N,W,No,Yes,7088
NE,NE,NNW,Yes,Yes,7089
E,NNE,NE,Yes,Yes,7090
S,NNW,S,Yes,No,7091
SSE,NW,SE,No,Yes,7092
WSW,WNW,SSE,No,Yes,7093
S,NE,WNW,Yes,Yes,7094
NE,NW,SE,Yes,Yes,7095
NE,NNW,NNE,Yes,Yes,7096
NW,NW,SE,No,Yes,7097
NE,SSW,SE,Yes,Yes,7098
E,WNW,ENE,Yes,No,7099
W,NW,SSW,No,Yes,7100
NNW,NNW,WNW,No,Yes,7101
WSW,W,S,Yes,No,7102
SSE,NNW,SW,Yes,Yes,7103
WSW,SE,NW,Yes,Yes,7104
SE,NNW,SSE,Yes,Yes,7105
SSE,NW,ENE,Yes,Yes,7106
S,WNW,ESE,No,No,7107
NNW,W,S,Yes,No,7108
NNW,WNW,SE,No,Yes,7109
NE,NW,SE,Yes,No,7110
SSW,NW,WNW,No,No,7111
WSW,WSW,ESE,No,Yes,7112
WSW,W,NNW,Yes,No,7113
WNW,WSW,SE,No,No,7114
WNW,WNW,SSE,No,No,7115
WSW,WNW,SE,No,No,7116
SSW,SSW,ENE,No,Yes,7117
NE,N,NNW,Yes,No,7118
W,NNE,NE,No,No,7119
NW,NW,E,No,No,7120
S,NW,WNW,No,Yes,7121
S,SW,WSW,No,Yes,7122
WNW,E,ESE,Yes,Yes,7123
S,WNW,WSW,No,No,7124
SE,NNW,SSE,No,Yes,7125
SSW,WNW,ENE,Yes,No,7126
NNE,W,S,Yes,No,7127
ENE,NNW,ENE,Yes,Yes,7128
SE,WNW,E,No,No,7129
S,N,E,No,Yes,7130
ESE,SW,NE,Yes,Yes,7131
E,N,SSE,Yes,No,7132
WSW,NW,NNE,No,Yes,7133
NE,WNW,W,Yes,No,7134
S,S,NE,Yes,No,7135
ENE,NW,SE,Yes,No,7136
NE,S,NE,No,Yes,7137
NW,W,NNE,No,Yes,7138
SW,NW,NW,Yes,No,7139
N,NNW,NE,No,Yes,7140
W,NW,WNW,Yes,Yes,7141
WNW,W,S,No,No,7142
NW,WNW,ESE,Yes,No,7143
NE,NW,NE,Yes,Yes,7144
SW,W,S,No,Yes,7145
S,NW,SW,Yes,Yes,7146
SSE,E,SE,Yes,Yes,7147
WSW,NNW,SSW,Yes,No,7148
NW,NNW,NNE,No,Yes,7149
SW,NW,W,Yes,No,7150
NW,W,W,Yes,No,7151
NNW,NW,N,No,Yes,7152
NW,WSW,SSE,Yes,No,7153
SSW,NW,SE,No,No,7154
W,NNW,SE,Yes,No,7155
SSW,N,NW,No,No,7156
SW,NW,SE,No,No,7157
ESE,WNW,SE,No,Yes,7158
S,SW,ESE,Yes,Yes,7159
ESE,ENE,SSW,Yes,Yes,7160
S,NNW,S,Yes,Yes,7161
SSE,NW,SE,Yes,No,7162
WNW,N,ENE,No,Yes,7163
SSW,NNW,NE,No,No,7164
S,WNW,NE,No,No,7165
SSE,NW,NE,Yes,No,7166
SSW,ESE,NE,No,Yes,7167
WNW,WSW,WSW,Yes,Yes,7168
S,WNW,SSW,Yes,Yes,7169
W,SSW,ENE,No,Yes,7170
S,E,SSE,Yes,Yes,7171
SE,NE,SE,No,Yes,7172
NE,WSW,E,No,Yes,7173
NE,S,SE,Yes,Yes,7174
N,NNE,S,No,No,7175
W,SW,SSE,Yes,No,7176
S,NNW,W,No,Yes,7177
SSW,N,S,Yes,No,7178
W,NW,ENE,No,Yes,7179
SSW,NNW,SSE,No,Yes,7180
SSW,S,SE,Yes,Yes,7181
SW,W,SSW,No,Yes,7182
NW,NW,SSW,No,No,7183
NNW,NW,S,No,No,7184
NW,WSW,WNW,No,Yes,7185
NE,NW,SSW,No,Yes,7186
NW,NW,NE,No,Yes,7187
SSW,NW,SE,Yes,No,7188
WNW,S,WNW,No,Yes,7189
S,NNW,SSE,No,No,7190
SW,W,SE,Yes,No,7191
NW,NNW,ESE,No,No,7192
NE,NNW,NW,No,No,7193
E,SSW,SW,Yes,Yes,7194
WNW,NW,SSW,No,No,7195
S,S,NE,Yes,Yes,7196
S,NW,ENE,Yes,Yes,7197
SSW,SSW,ESE,Yes,Yes,7198
NNE,NW,SW,Yes,Yes,7199
W,N,NE,No,Yes,7200
W,NNW,E,Yes,No,7201
SSW,NW,SE,Yes,Yes,7202
S,SSW,E,No,,7203
NNE,NNE,NE,,Yes,7204
SSE,NW,E,Yes,Yes,7205
S,S,E,Yes,Yes,7206
SE,N,ENE,No,Yes,7207
ESE,E,NE,Yes,Yes,7208
WSW,WNW,ENE,No,Yes,7209
SW,NNW,ENE,No,Yes,7210
WNW,SSW,SSE,Yes,Yes,7211
S,WNW,ENE,No,Yes,7212
WSW,WNW,SE,Yes,No,7213
E,S,SSE,Yes,No,7214
SSE,WNW,W,No,No,7215
NW,W,SSE,No,No,7216
WSW,WSW,SE,No,Yes,7217
SSW,W,SE,Yes,No,7218
ESE,NW,SE,No,No,7219
WSW,WNW,ENE,No,No,7220
NW,N,WSW,No,No,7221
SSW,NNW,E,Yes,Yes,7222
S,WSW,SW,Yes,No,7223
SSW,NE,S,Yes,No,7224
WSW,NW,ESE,No,No,7225
SSW,NW,SSE,Yes,No,7226
NNE,S,S,Yes,Yes,7227
NNE,NNW,WNW,Yes,No,7228
NNW,NNW,NNW,Yes,No,7229
WNW,SW,E,No,Yes,7230
WSW,WNW,ESE,No,Yes,7231
W,WSW,NW,No,Yes,7232
WSW,S,S,Yes,Yes,7233
SSE,W,SE,No,Yes,7234
W,N,E,Yes,No,7235
S,NNE,E,Yes,Yes,7236
SSW,SSW,NNE,Yes,Yes,7237
S,SE,E,Yes,No,7238
S,SSE,SW,Yes,Yes,7239
NNE,SSE,E,No,Yes,7240
E,NW,ENE,Yes,No,7241
SSE,E,ENE,No,No,7242
S,NW,WSW,No,Yes,7243
SSW,NNW,NNE,No,No,7244
ESE,SSE,S,Yes,Yes,7245
SE,E,S,Yes,Yes,7246
S,ESE,SSE,Yes,No,7247
S,SE,SE,Yes,,7248
ESE,ENE,ENE,,Yes,7249
SW,NW,SE,Yes,,7250
NNE,WNW,NNE,Yes,No,7251
WNW,WNW,N,No,Yes,7252
ENE,NW,ENE,Yes,No,7253
NNW,WSW,SE,Yes,No,7254
N,WNW,SSE,Yes,No,7255
NW,W,SE,No,No,7256
SW,NW,SSE,Yes,No,7257
E,NE,WNW,No,No,7258
WNW,ENE,NE,No,No,7259
SE,ENE,SSW,No,No,7260
NE,WNW,NW,No,No,7261
WSW,ENE,S,No,Yes,7262
SW,ENE,WNW,No,Yes,7263
WSW,E,E,No,No,7264
NNW,ENE,WSW,No,No,7265
WNW,E,NE,No,Yes,7266
N,NE,ESE,Yes,Yes,7267
E,SE,WSW,Yes,No,7268
NW,E,W,Yes,No,7269
E,ENE,SSE,No,Yes,7270
N,N,WSW,Yes,No,7271
WSW,NW,W,Yes,Yes,7272
WSW,NNW,W,No,Yes,7273
WSW,NW,SW,No,Yes,7274
ENE,ENE,NW,No,Yes,7275
N,ENE,N,Yes,Yes,7276
NNW,ENE,NE,Yes,No,7277
W,NE,NW,Yes,Yes,7278
W,ESE,WNW,No,Yes,7279
WSW,WSW,NNW,Yes,No,7280
NNE,NW,SSW,Yes,Yes,7281
SSW,ENE,ESE,No,Yes,7282
WNW,E,N,Yes,Yes,7283
NW,NNE,NW,Yes,Yes,7284
WNW,N,SW,No,Yes,7285
WSW,ENE,SSE,No,No,7286
S,NNE,SSW,No,No,7287
NE,N,WNW,No,No,7288
S,ENE,SW,No,No,7289
SW,ESE,E,No,No,7290
WSW,N,WNW,Yes,No,7291
SSE,SSE,NNE,Yes,Yes,7292
S,SE,ENE,Yes,No,7293
SW,NE,SW,No,Yes,7294
W,NNW,NW,No,Yes,7295
E,SSW,NE,Yes,Yes,7296
ENE,ENE,W,No,Yes,7297
ENE,E,SSW,Yes,No,7298
NE,E,SW,No,No,7299
W,WNW,E,Yes,Yes,7300
SW,NE,W,No,Yes,7301
WNW,E,NNW,Yes,Yes,7302
S,W,NW,Yes,Yes,7303
NE,NE,WNW,Yes,Yes,7304
NNW,E,SSW,No,Yes,7305
WNW,E,W,Yes,No,7306
NNW,NNW,E,Yes,Yes,7307
NW,ENE,NW,Yes,No,7308
ESE,ENE,WSW,No,No,7309
NE,NNE,NW,Yes,Yes,7310
SSW,E,W,No,No,7311
N,NNE,NNW,Yes,No,7312
W,SE,WNW,No,Yes,7313
NW,ENE,W,No,Yes,7314
WSW,NE,NW,Yes,Yes,7315
W,NNE,NW,No,Yes,7316
E,ENE,N,No,Yes,7317
NNW,NE,N,Yes,Yes,7318
